966,146832,511,295,252,598,258,-20.3
969,53295,194,183,147,104,52,-36.3
970,67900,486,503,738,1077,307,21.6
971,83506,480,724,410,843,289,-26.3
973,52542,17,10,18,25,12,0.5
976,48800,43,43,14,14,5,-10.5
977,69367,319,355,228,239,104,-54.6
978,68460,470,357,399,393,104,-69.6
979,63635,641,722,749,741,197,-86.9
980,76440,976,775,648,639,163,-176.2
981,63765,402,370,381,436,246,-24.6
983,59963,973,621,486,646,276,-136.9
984,68880,672,809,631,1023,454,-22.2
985,52205,60,70,37,67,36,-5.1
986,57188,514,535,308,560,253,-49.7
987,76986,948,1159,861,1367,656,-37.6
988,83980,908,882,697,1145,403,-74.7
989,69230,985,922,735,793,201,-169.7
990,66330,580,448,363,355,148,-95.7
991,64415,407,319,314,544,273,-4.3
992,64480,507,529,329,680,412,-3.9
993,71496,516,318,152,327,165,-69.3
994,62622,288,236,206,376,152,-13.2
995,60695,147,133,127,221,124,4.2
997,90727,864,847,662,873,462,-77.8
998,62874,303,408,188,176,166,-50.6
999,64935,412,373,292,426,220,-33.1
1001,71071,915,893,857,1268,618,-21.9
1002,69138,1554,1363,1409,1765,770,-116.6
1003,82246,1357,1273,1258,1694,826,-64.1
1004,97388,1005,890,1057,1344,869,18.2
1005,102510,789,925,810,921,647,-28.8
1007,109763,1566,1607,1635,1453,779,-172.8
1008,46368,2,6,6,19,9,2.7
1011,85935,51,36,56,67,60,4.9
1013,69897,807,788,1255,1533,824,77.9
1014,114582,850,864,1182,1656,807,70.6
1015,87290,716,638,1302,1240,528,22.6
1016,69088,248,400,643,683,324,43.5
1017,80343,879,765,1556,1421,428,-24.6
1018,65152,651,665,822,507,282,-89.6
1019,88653,652,561,786,645,388,-44.4
1020,74460,1194,1215,1577,1575,564,-90.0
1021,90869,1836,1083,1216,975,421,-293.8
1022,69496,1160,1102,1283,1708,711,-29.2
1023,77748,930,740,907,1143,607,-24.3
1024,63488,611,441,515,676,378,-23.1
1025,82000,664,548,770,624,390,-47.2
1026,69768,353,301,393,459,136,-27.6
1027,71890,175,124,318,209,115,-3.5
1028,67848,550,469,674,697,367,-13.8
1029,71001,807,771,1211,1157,514,-20.0
1030,78280,162,259,543,791,236,68.0
1031,79387,994,886,1290,1063,508,-79.5
1032,121776,2871,2169,3012,2751,1357,-244.6
1033,106399,1458,1310,1677,1296,379,-217.2
1034,83754,1119,1101,1389,1384,491,-97.3
1035,111780,1477,1187,1769,1327,424,-196.6
1036,69412,115,137,126,212,91,2.7
1037,73627,20,23,35,26,19,0.1
1040,67600,33,40,23,41,16,-3.3
1041,60378,18,28,56,33,25,1.9
